pert,name,cluster,split,fp_data,label
ENSG00000169230,PRELID1,21,train,data/single_cell/k562_essential/data_interv-ENSG00000169230.npy,54
ENSG00000169251,NMD3,146,train,data/single_cell/k562_essential/data_interv-ENSG00000169251.npy,110
ENSG00000169288,MRPL1,21,train,data/single_cell/k562_essential/data_interv-ENSG00000169288.npy,19
ENSG00000169564,PCBP1,168,train,data/single_cell/k562_essential/data_interv-ENSG00000169564.npy,129
ENSG00000169727,GPS1,168,train,data/single_cell/k562_essential/data_interv-ENSG00000169727.npy,794
ENSG00000169750,RAC3,168,train,data/single_cell/k562_essential/data_interv-ENSG00000169750.npy,11
ENSG00000169976,SF3B5,102,train,data/single_cell/k562_essential/data_interv-ENSG00000169976.npy,976
ENSG00000170291,ELP5,168,train,data/single_cell/k562_essential/data_interv-ENSG00000170291.npy,89
ENSG00000170312,CDK1,19,train,data/single_cell/k562_essential/data_interv-ENSG00000170312.npy,1
ENSG00000170322,NFRKB,168,train,data/single_cell/k562_essential/data_interv-ENSG00000170322.npy,439
ENSG00000170445,HARS,49,train,data/single_cell/k562_essential/data_interv-ENSG00000170445.npy,34
ENSG00000170545,SMAGP,168,train,data/single_cell/k562_essential/data_interv-ENSG00000170545.npy,9
ENSG00000170860,LSM3,116,train,data/single_cell/k562_essential/data_interv-ENSG00000170860.npy,436
ENSG00000170889,RPS9,160,train,data/single_cell/k562_essential/data_interv-ENSG00000170889.npy,1
ENSG00000171148,TADA3,168,train,data/single_cell/k562_essential/data_interv-ENSG00000171148.npy,165
ENSG00000171314,PGAM1,168,train,data/single_cell/k562_essential/data_interv-ENSG00000171314.npy,93
ENSG00000171421,MRPL36,21,train,data/single_cell/k562_essential/data_interv-ENSG00000171421.npy,261
ENSG00000171453,POLR1C,34,train,data/single_cell/k562_essential/data_interv-ENSG00000171453.npy,391
ENSG00000171490,RSL1D1,34,train,data/single_cell/k562_essential/data_interv-ENSG00000171490.npy,137
ENSG00000171566,PLRG1,152,train,data/single_cell/k562_essential/data_interv-ENSG00000171566.npy,34
ENSG00000171720,HDAC3,168,train,data/single_cell/k562_essential/data_interv-ENSG00000171720.npy,7
ENSG00000171824,EXOSC10,32,train,data/single_cell/k562_essential/data_interv-ENSG00000171824.npy,66
ENSG00000171848,RRM2,19,train,data/single_cell/k562_essential/data_interv-ENSG00000171848.npy,847
ENSG00000171858,RPS21,33,train,data/single_cell/k562_essential/data_interv-ENSG00000171858.npy,184
ENSG00000171863,RPS7,160,train,data/single_cell/k562_essential/data_interv-ENSG00000171863.npy,1
ENSG00000171960,PPIH,168,train,data/single_cell/k562_essential/data_interv-ENSG00000171960.npy,64
ENSG00000172053,QARS,49,train,data/single_cell/k562_essential/data_interv-ENSG00000172053.npy,9
ENSG00000172115,CYCS,21,train,data/single_cell/k562_essential/data_interv-ENSG00000172115.npy,43
ENSG00000172171,TEFM,168,train,data/single_cell/k562_essential/data_interv-ENSG00000172171.npy,169
ENSG00000172172,MRPL13,21,train,data/single_cell/k562_essential/data_interv-ENSG00000172172.npy,88
ENSG00000172336,POP7,168,train,data/single_cell/k562_essential/data_interv-ENSG00000172336.npy,74
ENSG00000172531,PPP1CA,168,train,data/single_cell/k562_essential/data_interv-ENSG00000172531.npy,38
ENSG00000172809,RPL38,74,train,data/single_cell/k562_essential/data_interv-ENSG00000172809.npy,1
ENSG00000172922,RNASEH2C,168,train,data/single_cell/k562_essential/data_interv-ENSG00000172922.npy,23
ENSG00000173113,TRMT112,109,train,data/single_cell/k562_essential/data_interv-ENSG00000173113.npy,769
ENSG00000173145,NOC3L,34,train,data/single_cell/k562_essential/data_interv-ENSG00000173145.npy,204
ENSG00000173418,NAA20,168,train,data/single_cell/k562_essential/data_interv-ENSG00000173418.npy,67
ENSG00000173436,MICOS10,21,train,data/single_cell/k562_essential/data_interv-ENSG00000173436.npy,96
ENSG00000173674,EIF1AX,21,train,data/single_cell/k562_essential/data_interv-ENSG00000173674.npy,506
ENSG00000173692,PSMD1,168,train,data/single_cell/k562_essential/data_interv-ENSG00000173692.npy,245
ENSG00000173726,TOMM20,32,train,data/single_cell/k562_essential/data_interv-ENSG00000173726.npy,14
ENSG00000173812,EIF1,168,train,data/single_cell/k562_essential/data_interv-ENSG00000173812.npy,10
ENSG00000173933,RBM4,168,train,data/single_cell/k562_essential/data_interv-ENSG00000173933.npy,73
ENSG00000174173,TRMT10C,21,train,data/single_cell/k562_essential/data_interv-ENSG00000174173.npy,87
ENSG00000174177,CTU2,168,train,data/single_cell/k562_essential/data_interv-ENSG00000174177.npy,12
ENSG00000174231,PRPF8,31,train,data/single_cell/k562_essential/data_interv-ENSG00000174231.npy,612
ENSG00000174243,DDX23,116,train,data/single_cell/k562_essential/data_interv-ENSG00000174243.npy,1
ENSG00000174444,RPL4,74,train,data/single_cell/k562_essential/data_interv-ENSG00000174444.npy,1
ENSG00000174748,RPL15,74,train,data/single_cell/k562_essential/data_interv-ENSG00000174748.npy,1
ENSG00000174780,SRP72,168,train,data/single_cell/k562_essential/data_interv-ENSG00000174780.npy,108
ENSG00000174842,GLMN,168,train,data/single_cell/k562_essential/data_interv-ENSG00000174842.npy,9
ENSG00000174953,DHX36,168,train,data/single_cell/k562_essential/data_interv-ENSG00000174953.npy,722
ENSG00000175054,ATR,168,train,data/single_cell/k562_essential/data_interv-ENSG00000175054.npy,151
ENSG00000175110,MRPS22,21,train,data/single_cell/k562_essential/data_interv-ENSG00000175110.npy,66
ENSG00000175166,PSMD2,18,train,data/single_cell/k562_essential/data_interv-ENSG00000175166.npy,9
ENSG00000175390,EIF3F,129,train,data/single_cell/k562_essential/data_interv-ENSG00000175390.npy,82
ENSG00000175467,SART1,31,train,data/single_cell/k562_essential/data_interv-ENSG00000175467.npy,382
ENSG00000175550,DRAP1,168,train,data/single_cell/k562_essential/data_interv-ENSG00000175550.npy,90
ENSG00000175792,RUVBL1,116,train,data/single_cell/k562_essential/data_interv-ENSG00000175792.npy,2
ENSG00000176102,CSTF3,60,train,data/single_cell/k562_essential/data_interv-ENSG00000176102.npy,291
ENSG00000176108,CHMP6,5,train,data/single_cell/k562_essential/data_interv-ENSG00000176108.npy,11
ENSG00000176407,KCMF1,168,train,data/single_cell/k562_essential/data_interv-ENSG00000176407.npy,22
ENSG00000177084,POLE,179,train,data/single_cell/k562_essential/data_interv-ENSG00000177084.npy,15
ENSG00000177600,RPLP2,34,train,data/single_cell/k562_essential/data_interv-ENSG00000177600.npy,1
ENSG00000177700,POLR2L,55,train,data/single_cell/k562_essential/data_interv-ENSG00000177700.npy,96
ENSG00000177889,UBE2N,168,train,data/single_cell/k562_essential/data_interv-ENSG00000177889.npy,10
ENSG00000177954,RPS27,109,train,data/single_cell/k562_essential/data_interv-ENSG00000177954.npy,1
ENSG00000178028,DMAP1,82,train,data/single_cell/k562_essential/data_interv-ENSG00000178028.npy,691
ENSG00000178035,IMPDH2,19,train,data/single_cell/k562_essential/data_interv-ENSG00000178035.npy,194
ENSG00000178105,DDX10,109,train,data/single_cell/k562_essential/data_interv-ENSG00000178105.npy,396
ENSG00000178741,COX5A,21,train,data/single_cell/k562_essential/data_interv-ENSG00000178741.npy,24
ENSG00000178896,EXOSC4,38,train,data/single_cell/k562_essential/data_interv-ENSG00000178896.npy,931
ENSG00000178913,TAF7,127,train,data/single_cell/k562_essential/data_interv-ENSG00000178913.npy,779
ENSG00000178966,RMI1,168,train,data/single_cell/k562_essential/data_interv-ENSG00000178966.npy,15
ENSG00000179041,RRS1,34,train,data/single_cell/k562_essential/data_interv-ENSG00000179041.npy,350
ENSG00000179091,CYC1,168,train,data/single_cell/k562_essential/data_interv-ENSG00000179091.npy,10
ENSG00000179115,FARSA,150,train,data/single_cell/k562_essential/data_interv-ENSG00000179115.npy,1
ENSG00000179950,PUF60,161,train,data/single_cell/k562_essential/data_interv-ENSG00000179950.npy,186
ENSG00000180182,MED14,171,train,data/single_cell/k562_essential/data_interv-ENSG00000180182.npy,372
ENSG00000180198,RCC1,168,train,data/single_cell/k562_essential/data_interv-ENSG00000180198.npy,18
ENSG00000180817,PPA1,168,train,data/single_cell/k562_essential/data_interv-ENSG00000180817.npy,23
ENSG00000180822,PSMG4,109,train,data/single_cell/k562_essential/data_interv-ENSG00000180822.npy,188
ENSG00000180992,MRPL14,21,train,data/single_cell/k562_essential/data_interv-ENSG00000180992.npy,80
ENSG00000181222,POLR2A,55,train,data/single_cell/k562_essential/data_interv-ENSG00000181222.npy,5
ENSG00000181610,MRPS23,21,train,data/single_cell/k562_essential/data_interv-ENSG00000181610.npy,103
ENSG00000181817,LSM10,168,train,data/single_cell/k562_essential/data_interv-ENSG00000181817.npy,44
ENSG00000181938,GINS3,19,train,data/single_cell/k562_essential/data_interv-ENSG00000181938.npy,162
ENSG00000181991,MRPS11,21,train,data/single_cell/k562_essential/data_interv-ENSG00000181991.npy,128
ENSG00000182004,SNRPE,116,train,data/single_cell/k562_essential/data_interv-ENSG00000182004.npy,1
ENSG00000182117,NOP10,109,train,data/single_cell/k562_essential/data_interv-ENSG00000182117.npy,250
ENSG00000182154,MRPL41,32,train,data/single_cell/k562_essential/data_interv-ENSG00000182154.npy,47
ENSG00000182220,ATP6AP2,168,train,data/single_cell/k562_essential/data_interv-ENSG00000182220.npy,10
ENSG00000182446,NPLOC4,139,train,data/single_cell/k562_essential/data_interv-ENSG00000182446.npy,497
ENSG00000182774,RPS17,54,train,data/single_cell/k562_essential/data_interv-ENSG00000182774.npy,1
ENSG00000182872,RBM10,168,train,data/single_cell/k562_essential/data_interv-ENSG00000182872.npy,9
ENSG00000182899,RPL35A,74,train,data/single_cell/k562_essential/data_interv-ENSG00000182899.npy,974
ENSG00000183258,DDX41,25,train,data/single_cell/k562_essential/data_interv-ENSG00000183258.npy,203
ENSG00000183495,EP400,133,train,data/single_cell/k562_essential/data_interv-ENSG00000183495.npy,6
ENSG00000183617,MRPL54,21,train,data/single_cell/k562_essential/data_interv-ENSG00000183617.npy,29
ENSG00000183684,ALYREF,168,train,data/single_cell/k562_essential/data_interv-ENSG00000183684.npy,92
ENSG00000183751,TBL3,109,train,data/single_cell/k562_essential/data_interv-ENSG00000183751.npy,209
ENSG00000184209,SNRNP35,133,train,data/single_cell/k562_essential/data_interv-ENSG00000184209.npy,410
ENSG00000184432,COPB2,5,train,data/single_cell/k562_essential/data_interv-ENSG00000184432.npy,174
ENSG00000184634,MED12,56,train,data/single_cell/k562_essential/data_interv-ENSG00000184634.npy,634
ENSG00000184983,NDUFA6,21,train,data/single_cell/k562_essential/data_interv-ENSG00000184983.npy,44
ENSG00000185049,NELFA,168,train,data/single_cell/k562_essential/data_interv-ENSG00000185049.npy,304
ENSG00000185122,HSF1,21,train,data/single_cell/k562_essential/data_interv-ENSG00000185122.npy,73
ENSG00000185163,DDX51,34,train,data/single_cell/k562_essential/data_interv-ENSG00000185163.npy,188
ENSG00000185298,CCDC137,168,train,data/single_cell/k562_essential/data_interv-ENSG00000185298.npy,12
ENSG00000185359,HGS,195,train,data/single_cell/k562_essential/data_interv-ENSG00000185359.npy,577
ENSG00000185627,PSMD13,68,train,data/single_cell/k562_essential/data_interv-ENSG00000185627.npy,828
ENSG00000185651,UBE2L3,168,train,data/single_cell/k562_essential/data_interv-ENSG00000185651.npy,10
ENSG00000185721,DRG1,168,train,data/single_cell/k562_essential/data_interv-ENSG00000185721.npy,14
ENSG00000185883,ATP6V0C,51,train,data/single_cell/k562_essential/data_interv-ENSG00000185883.npy,106
ENSG00000186141,POLR3C,168,train,data/single_cell/k562_essential/data_interv-ENSG00000186141.npy,31
ENSG00000186468,RPS23,160,train,data/single_cell/k562_essential/data_interv-ENSG00000186468.npy,1
ENSG00000186716,BCR,193,train,data/single_cell/k562_essential/data_interv-ENSG00000186716.npy,721
ENSG00000187051,RPS19BP1,148,train,data/single_cell/k562_essential/data_interv-ENSG00000187051.npy,366
ENSG00000187514,PTMA,168,train,data/single_cell/k562_essential/data_interv-ENSG00000187514.npy,20
ENSG00000188186,LAMTOR4,168,train,data/single_cell/k562_essential/data_interv-ENSG00000188186.npy,40
ENSG00000188342,GTF2F2,70,train,data/single_cell/k562_essential/data_interv-ENSG00000188342.npy,238
ENSG00000188529,SRSF10,168,train,data/single_cell/k562_essential/data_interv-ENSG00000188529.npy,144
ENSG00000188612,SUMO2,185,train,data/single_cell/k562_essential/data_interv-ENSG00000188612.npy,34
ENSG00000188846,RPL14,22,train,data/single_cell/k562_essential/data_interv-ENSG00000188846.npy,1
ENSG00000188986,NELFB,133,train,data/single_cell/k562_essential/data_interv-ENSG00000188986.npy,271
ENSG00000189091,SF3B3,31,train,data/single_cell/k562_essential/data_interv-ENSG00000189091.npy,8
ENSG00000196230,TUBB,133,train,data/single_cell/k562_essential/data_interv-ENSG00000196230.npy,12
ENSG00000196235,SUPT5H,137,train,data/single_cell/k562_essential/data_interv-ENSG00000196235.npy,51
ENSG00000196305,IARS,50,train,data/single_cell/k562_essential/data_interv-ENSG00000196305.npy,287
ENSG00000196363,WDR5,69,train,data/single_cell/k562_essential/data_interv-ENSG00000196363.npy,502
ENSG00000196365,LONP1,21,train,data/single_cell/k562_essential/data_interv-ENSG00000196365.npy,109
ENSG00000196367,TRRAP,133,train,data/single_cell/k562_essential/data_interv-ENSG00000196367.npy,420
ENSG00000196504,PRPF40A,107,train,data/single_cell/k562_essential/data_interv-ENSG00000196504.npy,1
ENSG00000196531,NACA,133,train,data/single_cell/k562_essential/data_interv-ENSG00000196531.npy,1
ENSG00000197102,DYNC1H1,133,train,data/single_cell/k562_essential/data_interv-ENSG00000197102.npy,371
ENSG00000197170,PSMD12,68,train,data/single_cell/k562_essential/data_interv-ENSG00000197170.npy,22
ENSG00000197223,C1D,168,train,data/single_cell/k562_essential/data_interv-ENSG00000197223.npy,17
ENSG00000197265,GTF2E2,192,train,data/single_cell/k562_essential/data_interv-ENSG00000197265.npy,101
ENSG00000197498,RPF2,34,train,data/single_cell/k562_essential/data_interv-ENSG00000197498.npy,157
ENSG00000197728,RPS26,160,train,data/single_cell/k562_essential/data_interv-ENSG00000197728.npy,1
ENSG00000197756,RPL37A,74,train,data/single_cell/k562_essential/data_interv-ENSG00000197756.npy,1
ENSG00000197771,MCMBP,168,train,data/single_cell/k562_essential/data_interv-ENSG00000197771.npy,149
ENSG00000197958,RPL12,150,train,data/single_cell/k562_essential/data_interv-ENSG00000197958.npy,1
ENSG00000198000,NOL8,32,train,data/single_cell/k562_essential/data_interv-ENSG00000198000.npy,236
ENSG00000198034,RPS4X,160,train,data/single_cell/k562_essential/data_interv-ENSG00000198034.npy,1
ENSG00000198042,MAK16,34,train,data/single_cell/k562_essential/data_interv-ENSG00000198042.npy,6
ENSG00000198056,PRIM1,179,train,data/single_cell/k562_essential/data_interv-ENSG00000198056.npy,8
ENSG00000198176,TFDP1,168,train,data/single_cell/k562_essential/data_interv-ENSG00000198176.npy,196
ENSG00000198242,RPL23A,22,train,data/single_cell/k562_essential/data_interv-ENSG00000198242.npy,4
ENSG00000198258,UBL5,31,train,data/single_cell/k562_essential/data_interv-ENSG00000198258.npy,1
ENSG00000198301,SDAD1,34,train,data/single_cell/k562_essential/data_interv-ENSG00000198301.npy,2
ENSG00000198498,TMA16,34,train,data/single_cell/k562_essential/data_interv-ENSG00000198498.npy,132
ENSG00000198522,GPN1,101,train,data/single_cell/k562_essential/data_interv-ENSG00000198522.npy,781
ENSG00000198554,WDHD1,168,train,data/single_cell/k562_essential/data_interv-ENSG00000198554.npy,48
ENSG00000198612,COPS8,168,train,data/single_cell/k562_essential/data_interv-ENSG00000198612.npy,113
ENSG00000198700,IPO9,168,train,data/single_cell/k562_essential/data_interv-ENSG00000198700.npy,29
ENSG00000198730,CTR9,81,train,data/single_cell/k562_essential/data_interv-ENSG00000198730.npy,161
ENSG00000198755,RPL10A,74,train,data/single_cell/k562_essential/data_interv-ENSG00000198755.npy,1
ENSG00000198793,MTOR,193,train,data/single_cell/k562_essential/data_interv-ENSG00000198793.npy,663
ENSG00000198836,OPA1,103,train,data/single_cell/k562_essential/data_interv-ENSG00000198836.npy,43
ENSG00000198856,OSTC,168,train,data/single_cell/k562_essential/data_interv-ENSG00000198856.npy,9
ENSG00000198900,TOP1,168,train,data/single_cell/k562_essential/data_interv-ENSG00000198900.npy,236
ENSG00000198952,SMG5,168,train,data/single_cell/k562_essential/data_interv-ENSG00000198952.npy,438
ENSG00000204152,TIMM23B,49,train,data/single_cell/k562_essential/data_interv-ENSG00000204152.npy,813
ENSG00000204316,MRPL38,21,train,data/single_cell/k562_essential/data_interv-ENSG00000204316.npy,110
ENSG00000204356,NELFE,120,train,data/single_cell/k562_essential/data_interv-ENSG00000204356.npy,91
ENSG00000204392,LSM2,116,train,data/single_cell/k562_essential/data_interv-ENSG00000204392.npy,1
ENSG00000204394,VARS,49,train,data/single_cell/k562_essential/data_interv-ENSG00000204394.npy,2
ENSG00000204435,CSNK2B,21,train,data/single_cell/k562_essential/data_interv-ENSG00000204435.npy,232
ENSG00000204469,PRRC2A,21,train,data/single_cell/k562_essential/data_interv-ENSG00000204469.npy,86
ENSG00000204560,DHX16,25,train,data/single_cell/k562_essential/data_interv-ENSG00000204560.npy,14
ENSG00000204568,MRPS18B,126,train,data/single_cell/k562_essential/data_interv-ENSG00000204568.npy,15
ENSG00000204574,ABCF1,122,train,data/single_cell/k562_essential/data_interv-ENSG00000204574.npy,185
ENSG00000204619,PPP1R11,114,train,data/single_cell/k562_essential/data_interv-ENSG00000204619.npy,49
ENSG00000204899,MZT1,168,train,data/single_cell/k562_essential/data_interv-ENSG00000204899.npy,182
ENSG00000205339,IPO7,168,train,data/single_cell/k562_essential/data_interv-ENSG00000205339.npy,11
ENSG00000205937,RNPS1,168,train,data/single_cell/k562_essential/data_interv-ENSG00000205937.npy,68
ENSG00000205981,DNAJC19,49,train,data/single_cell/k562_essential/data_interv-ENSG00000205981.npy,9
ENSG00000213024,NUP62,100,train,data/single_cell/k562_essential/data_interv-ENSG00000213024.npy,10
ENSG00000213066,FGFR1OP,168,train,data/single_cell/k562_essential/data_interv-ENSG00000213066.npy,8
ENSG00000213246,SUPT4H1,168,train,data/single_cell/k562_essential/data_interv-ENSG00000213246.npy,224
ENSG00000213465,ARL2,167,train,data/single_cell/k562_essential/data_interv-ENSG00000213465.npy,37
ENSG00000213593,TMX2,110,train,data/single_cell/k562_essential/data_interv-ENSG00000213593.npy,491
ENSG00000213741,RPS29,109,train,data/single_cell/k562_essential/data_interv-ENSG00000213741.npy,1
ENSG00000213780,GTF2H4,168,train,data/single_cell/k562_essential/data_interv-ENSG00000213780.npy,51
ENSG00000215021,PHB2,13,train,data/single_cell/k562_essential/data_interv-ENSG00000215021.npy,1
ENSG00000215251,FASTKD5,21,train,data/single_cell/k562_essential/data_interv-ENSG00000215251.npy,75
ENSG00000217930,PAM16,71,train,data/single_cell/k562_essential/data_interv-ENSG00000217930.npy,349
ENSG00000221983,UBA52,34,train,data/single_cell/k562_essential/data_interv-ENSG00000221983.npy,18
ENSG00000223496,EXOSC6,38,train,data/single_cell/k562_essential/data_interv-ENSG00000223496.npy,480
ENSG00000225921,NOL7,168,train,data/single_cell/k562_essential/data_interv-ENSG00000225921.npy,21
ENSG00000227057,WDR46,178,train,data/single_cell/k562_essential/data_interv-ENSG00000227057.npy,165
ENSG00000231500,RPS18,160,train,data/single_cell/k562_essential/data_interv-ENSG00000231500.npy,1
ENSG00000233927,RPS28,109,train,data/single_cell/k562_essential/data_interv-ENSG00000233927.npy,1
ENSG00000239306,RBM14,172,train,data/single_cell/k562_essential/data_interv-ENSG00000239306.npy,14
ENSG00000239900,ADSL,168,train,data/single_cell/k562_essential/data_interv-ENSG00000239900.npy,15
ENSG00000241343,RPL36A,34,train,data/single_cell/k562_essential/data_interv-ENSG00000241343.npy,110
ENSG00000241553,ARPC4,168,train,data/single_cell/k562_essential/data_interv-ENSG00000241553.npy,35
ENSG00000242372,EIF6,34,train,data/single_cell/k562_essential/data_interv-ENSG00000242372.npy,544
ENSG00000242485,MRPL20,21,train,data/single_cell/k562_essential/data_interv-ENSG00000242485.npy,36
ENSG00000243147,MRPL33,21,train,data/single_cell/k562_essential/data_interv-ENSG00000243147.npy,196
ENSG00000243725,TTC4,168,train,data/single_cell/k562_essential/data_interv-ENSG00000243725.npy,17
ENSG00000243927,MRPS6,4,train,data/single_cell/k562_essential/data_interv-ENSG00000243927.npy,39
ENSG00000244038,DDOST,168,train,data/single_cell/k562_essential/data_interv-ENSG00000244038.npy,27
ENSG00000254726,MEX3A,168,train,data/single_cell/k562_essential/data_interv-ENSG00000254726.npy,27
ENSG00000254772,EEF1G,21,train,data/single_cell/k562_essential/data_interv-ENSG00000254772.npy,446
ENSG00000256525,POLG2,168,train,data/single_cell/k562_essential/data_interv-ENSG00000256525.npy,7
ENSG00000265681,RPL17,22,train,data/single_cell/k562_essential/data_interv-ENSG00000265681.npy,1
ENSG00000266472,MRPS21,21,train,data/single_cell/k562_essential/data_interv-ENSG00000266472.npy,174
ENSG00000269858,EGLN2,168,train,data/single_cell/k562_essential/data_interv-ENSG00000269858.npy,15
ENSG00000273899,NOL12,34,train,data/single_cell/k562_essential/data_interv-ENSG00000273899.npy,184
ENSG00000275700,AATF,109,train,data/single_cell/k562_essential/data_interv-ENSG00000275700.npy,13
ENSG00000278053,DDX52,109,train,data/single_cell/k562_essential/data_interv-ENSG00000278053.npy,492
ENSG00000284024,HSPA14,168,train,data/single_cell/k562_essential/data_interv-ENSG00000284024.npy,18
ENSG00000004487,KDM1A,136,train,data/single_cell/rpe1/data_interv-ENSG00000004487.npy,283
ENSG00000004779,NDUFAB1,139,train,data/single_cell/rpe1/data_interv-ENSG00000004779.npy,1
ENSG00000005194,CIAPIN1,8,train,data/single_cell/rpe1/data_interv-ENSG00000005194.npy,139
ENSG00000006712,PAF1,99,train,data/single_cell/rpe1/data_interv-ENSG00000006712.npy,136
ENSG00000006715,VPS41,59,train,data/single_cell/rpe1/data_interv-ENSG00000006715.npy,156
ENSG00000006744,ELAC2,77,train,data/single_cell/rpe1/data_interv-ENSG00000006744.npy,455
ENSG00000009307,CSDE1,136,train,data/single_cell/rpe1/data_interv-ENSG00000009307.npy,206
ENSG00000009335,UBE3C,136,train,data/single_cell/rpe1/data_interv-ENSG00000009335.npy,137
ENSG00000010244,ZNF207,131,train,data/single_cell/rpe1/data_interv-ENSG00000010244.npy,783
ENSG00000010292,NCAPD2,131,train,data/single_cell/rpe1/data_interv-ENSG00000010292.npy,266
ENSG00000010810,FYN,131,train,data/single_cell/rpe1/data_interv-ENSG00000010810.npy,744
ENSG00000011260,UTP18,68,train,data/single_cell/rpe1/data_interv-ENSG00000011260.npy,837
ENSG00000012174,MBTPS2,59,train,data/single_cell/rpe1/data_interv-ENSG00000012174.npy,14
ENSG00000013374,NUB1,136,train,data/single_cell/rpe1/data_interv-ENSG00000013374.npy,431
ENSG00000013810,TACC3,59,train,data/single_cell/rpe1/data_interv-ENSG00000013810.npy,23
ENSG00000014123,UFL1,59,train,data/single_cell/rpe1/data_interv-ENSG00000014123.npy,110
ENSG00000015676,NUDCD3,53,train,data/single_cell/rpe1/data_interv-ENSG00000015676.npy,145
ENSG00000020426,MNAT1,115,train,data/single_cell/rpe1/data_interv-ENSG00000020426.npy,85
ENSG00000023734,STRAP,139,train,data/single_cell/rpe1/data_interv-ENSG00000023734.npy,673
ENSG00000025770,NCAPH2,52,train,data/single_cell/rpe1/data_interv-ENSG00000025770.npy,297
ENSG00000025796,SEC63,131,train,data/single_cell/rpe1/data_interv-ENSG00000025796.npy,140
ENSG00000028839,TBPL1,136,train,data/single_cell/rpe1/data_interv-ENSG00000028839.npy,274
ENSG00000029363,BCLAF1,59,train,data/single_cell/rpe1/data_interv-ENSG00000029363.npy,10
ENSG00000029639,TFB1M,59,train,data/single_cell/rpe1/data_interv-ENSG00000029639.npy,5
ENSG00000029993,HMGB3,77,train,data/single_cell/rpe1/data_interv-ENSG00000029993.npy,412
ENSG00000030066,NUP160,42,train,data/single_cell/rpe1/data_interv-ENSG00000030066.npy,292
ENSG00000034510,TMSB10,131,train,data/single_cell/rpe1/data_interv-ENSG00000034510.npy,638
ENSG00000035141,FAM136A,59,train,data/single_cell/rpe1/data_interv-ENSG00000035141.npy,16
ENSG00000035928,RFC1,139,train,data/single_cell/rpe1/data_interv-ENSG00000035928.npy,360
ENSG00000036257,CUL3,3,train,data/single_cell/rpe1/data_interv-ENSG00000036257.npy,19
ENSG00000036549,AC118549.1,51,train,data/single_cell/rpe1/data_interv-ENSG00000036549.npy,386
ENSG00000037241,RPL26L1,136,train,data/single_cell/rpe1/data_interv-ENSG00000037241.npy,15
ENSG00000037637,FBXO42,59,train,data/single_cell/rpe1/data_interv-ENSG00000037637.npy,275
ENSG00000038219,BOD1L1,59,train,data/single_cell/rpe1/data_interv-ENSG00000038219.npy,127
ENSG00000039650,PNKP,131,train,data/single_cell/rpe1/data_interv-ENSG00000039650.npy,147
ENSG00000041357,PSMA4,14,train,data/single_cell/rpe1/data_interv-ENSG00000041357.npy,37
ENSG00000041802,LSG1,50,train,data/single_cell/rpe1/data_interv-ENSG00000041802.npy,150
ENSG00000042753,AP2S1,16,train,data/single_cell/rpe1/data_interv-ENSG00000042753.npy,24
ENSG00000044574,HSPA5,90,train,data/single_cell/rpe1/data_interv-ENSG00000044574.npy,23
ENSG00000047249,ATP6V1H,51,train,data/single_cell/rpe1/data_interv-ENSG00000047249.npy,203
ENSG00000047410,TPR,131,train,data/single_cell/rpe1/data_interv-ENSG00000047410.npy,1
ENSG00000048544,MRPS10,51,train,data/single_cell/rpe1/data_interv-ENSG00000048544.npy,9
ENSG00000049541,RFC2,53,train,data/single_cell/rpe1/data_interv-ENSG00000049541.npy,39
ENSG00000054116,TRAPPC3,30,train,data/single_cell/rpe1/data_interv-ENSG00000054116.npy,8
ENSG00000054118,THRAP3,59,train,data/single_cell/rpe1/data_interv-ENSG00000054118.npy,83
ENSG00000055130,CUL1,136,train,data/single_cell/rpe1/data_interv-ENSG00000055130.npy,407
ENSG00000055950,MRPL43,59,train,data/single_cell/rpe1/data_interv-ENSG00000055950.npy,26
ENSG00000056097,ZFR,59,train,data/single_cell/rpe1/data_interv-ENSG00000056097.npy,495
ENSG00000058063,ATP11B,139,train,data/single_cell/rpe1/data_interv-ENSG00000058063.npy,234
ENSG00000058272,PPP1R12A,131,train,data/single_cell/rpe1/data_interv-ENSG00000058272.npy,65
ENSG00000058804,NDC1,51,train,data/single_cell/rpe1/data_interv-ENSG00000058804.npy,218
ENSG00000060138,YBX3,77,train,data/single_cell/rpe1/data_interv-ENSG00000060138.npy,327
ENSG00000060237,WNK1,51,train,data/single_cell/rpe1/data_interv-ENSG00000060237.npy,72
ENSG00000060339,CCAR1,59,train,data/single_cell/rpe1/data_interv-ENSG00000060339.npy,87
ENSG00000060688,SNRNP40,136,train,data/single_cell/rpe1/data_interv-ENSG00000060688.npy,281
ENSG00000061273,HDAC7,53,train,data/single_cell/rpe1/data_interv-ENSG00000061273.npy,180
ENSG00000061676,NCKAP1,77,train,data/single_cell/rpe1/data_interv-ENSG00000061676.npy,427
ENSG00000061794,MRPS35,59,train,data/single_cell/rpe1/data_interv-ENSG00000061794.npy,14
ENSG00000062485,CS,136,train,data/single_cell/rpe1/data_interv-ENSG00000062485.npy,39
ENSG00000062582,MRPS24,59,train,data/single_cell/rpe1/data_interv-ENSG00000062582.npy,26
ENSG00000062822,POLD1,115,train,data/single_cell/rpe1/data_interv-ENSG00000062822.npy,144
ENSG00000063046,EIF4B,136,train,data/single_cell/rpe1/data_interv-ENSG00000063046.npy,653
ENSG00000063177,RPL18,85,train,data/single_cell/rpe1/data_interv-ENSG00000063177.npy,8
